date,ticker,trigger_time_et,reference_time_et,gain_pct,above_20pct_duration_min,above_10pct_duration_min,reference_price,trigger_price
2025-04-25,O:SPY250428C00550000,10:02:00,09:53:00,20.81,1,1,2.21,2.67
2025-04-25,O:SPY250428C00550000,10:09:00,10:04:00,25.64,8,11,2.34,2.94
2025-04-25,O:SPY250428C00550000,10:40:00,10:31:00,29.67,46,56,1.82,2.36
2025-04-25,O:SPY250428C00550000,11:56:00,11:44:00,20.88,257,259,1.82,2.2
2025-04-25,O:SPY250428P00549000,09:47:00,09:40:00,24.46,10,11,5.11,6.36
2025-04-25,O:SPY250428P00549000,10:21:00,10:12:00,22.32,14,17,4.75,5.81
2025-04-25,O:SPY250428P00549000,11:38:00,11:24:00,21.62,1,1,4.44,5.4
2025-04-25,O:SPY250428P00549000,13:38:00,13:33:00,32.68,44,57,2.57,3.41
2025-04-25,O:SPY250428P00549000,14:52:00,14:48:00,21.96,1,1,2.55,3.11
2025-04-25,O:SPY250428P00549000,15:15:00,15:05:00,20.73,1,2,2.46,2.97
2025-04-25,O:SPY250428P00549000,15:30:00,15:21:00,25.1,11,20,2.51,3.14
2025-04-28,O:SPY250429C00549000,09:44:00,09:34:00,20.59,4,6,5.05,6.09
2025-04-28,O:SPY250429C00549000,10:20:00,10:00:00,21.78,6,10,4.04,4.92
2025-04-28,O:SPY250429C00549000,10:38:00,10:32:00,20.3,1,3,4.04,4.86
2025-04-28,O:SPY250429C00549000,12:48:00,12:27:00,20.67,2,5,2.08,2.51
2025-04-28,O:SPY250429C00549000,13:44:00,13:31:00,20.12,149,150,1.69,2.03
2025-04-28,O:SPY250429P00548000,09:49:00,09:47:00,21.6,318,338,1.62,1.97
2025-04-28,O:SPY250429P00548000,16:00:00,15:52:00,32.85,15,15,1.37,1.82
2025-04-29,O:SPY250430C00553000,09:47:00,09:38:00,26.52,32,34,2.3,2.91
2025-04-29,O:SPY250430C00553000,10:35:00,10:27:00,27.31,137,141,2.27,2.89
2025-04-29,O:SPY250430C00553000,13:17:00,12:57:00,24.15,176,176,2.36,2.93
2025-04-29,O:SPY250430P00552000,10:16:00,10:06:00,20.51,1,2,3.51,4.23
2025-04-29,O:SPY250430P00552000,10:27:00,10:19:00,21.2,2,5,4.15,5.03
2025-04-29,O:SPY250430P00552000,11:17:00,11:00:00,20.0,9,11,3.15,3.78
2025-04-29,O:SPY250430P00552000,12:47:00,12:10:00,21.8,30,32,2.89,3.52
2025-04-30,O:SPY250501C00554000,10:01:00,09:58:00,26.67,367,372,0.75,0.95
2025-04-30,O:SPY250501P00553000,09:39:00,09:34:00,21.15,31,37,8.32,10.08
2025-04-30,O:SPY250501P00553000,12:26:00,12:06:00,21.01,5,9,5.52,6.68
2025-04-30,O:SPY250501P00553000,13:15:00,12:55:00,20.46,1,4,5.62,6.77
2025-04-30,O:SPY250501P00553000,14:30:00,14:12:00,21.28,34,52,4.23,5.13
2025-04-30,O:SPY250501P00553000,15:59:00,15:56:00,32.16,1,2,2.27,3.0
2025-05-01,O:SPY250502C00561000,09:48:00,09:33:00,20.89,7,10,3.59,4.34
2025-05-01,O:SPY250502C00561000,10:22:00,10:12:00,20.6,89,93,3.69,4.45
2025-05-01,O:SPY250502C00561000,13:04:00,12:53:00,21.86,34,38,3.34,4.07
2025-05-01,O:SPY250502C00561000,14:09:00,13:45:00,20.11,13,17,3.53,4.24
2025-05-01,O:SPY250502P00560000,09:58:00,09:51:00,20.88,2,5,3.88,4.69
2025-05-01,O:SPY250502P00560000,11:49:00,11:18:00,21.97,126,141,2.64,3.22
2025-05-01,O:SPY250502P00560000,15:10:00,14:50:00,24.32,3,10,2.59,3.22
2025-05-01,O:SPY250502P00560000,15:50:00,15:49:00,25.69,25,25,2.53,3.18
2025-05-02,O:SPY250505C00561000,10:03:00,09:52:00,26.45,187,191,4.65,5.88
2025-05-02,O:SPY250505P00560000,09:37:00,09:31:00,21.08,1,2,1.85,2.24
2025-05-02,O:SPY250505P00560000,09:49:00,09:45:00,21.69,8,13,1.89,2.3
2025-05-02,O:SPY250505P00560000,10:41:00,10:29:00,20.86,1,5,1.39,1.68
2025-05-02,O:SPY250505P00560000,11:27:00,11:17:00,21.71,4,4,1.29,1.57
2025-05-02,O:SPY250505P00560000,14:49:00,14:37:00,41.27,60,86,0.63,0.89
2025-05-05,O:SPY250506C00564000,09:57:00,09:51:00,23.92,7,9,2.09,2.59
2025-05-05,O:SPY250506C00564000,10:39:00,10:34:00,23.71,285,294,2.32,2.87
2025-05-05,O:SPY250506P00563000,10:06:00,10:01:00,29.8,1,2,2.45,3.18
2025-05-05,O:SPY250506P00563000,10:34:00,10:18:00,20.78,1,3,2.31,2.79
2025-05-05,O:SPY250506P00563000,11:36:00,11:22:00,20.81,4,9,1.73,2.09
2025-05-05,O:SPY250506P00563000,13:23:00,12:50:00,20.59,1,8,1.36,1.64
2025-05-05,O:SPY250506P00563000,14:58:00,14:40:00,25.74,77,77,1.01,1.27
2025-05-06,O:SPY250507C00561000,09:35:00,09:30:00,20.43,5,12,2.3,2.77
2025-05-06,O:SPY250507C00561000,10:09:00,10:00:00,23.44,210,214,1.92,2.37
2025-05-06,O:SPY250507C00561000,14:17:00,13:56:00,22.84,102,102,1.97,2.42
2025-05-06,O:SPY250507P00560000,09:49:00,09:39:00,23.47,16,21,3.75,4.63
2025-05-06,O:SPY250507P00560000,11:51:00,11:34:00,20.32,14,20,2.51,3.02
2025-05-06,O:SPY250507P00560000,12:20:00,12:14:00,29.91,224,235,2.14,2.78
2025-05-07,O:SPY250508C00563000,10:08:00,09:50:00,20.32,3,14,2.51,3.02
2025-05-07,O:SPY250508C00563000,11:45:00,11:13:00,20.43,1,2,1.86,2.24
2025-05-07,O:SPY250508C00563000,12:17:00,11:49:00,22.63,3,6,1.9,2.33
2025-05-07,O:SPY250508C00563000,12:42:00,12:29:00,23.12,63,70,1.99,2.45
2025-05-07,O:SPY250508C00563000,14:20:00,14:08:00,29.37,26,33,1.26,1.63
2025-05-07,O:SPY250508C00563000,14:56:00,14:54:00,30.72,17,22,1.53,2.0
2025-05-07,O:SPY250508C00563000,15:36:00,15:34:00,23.58,37,38,1.06,1.31
2025-05-07,O:SPY250508P00562000,10:52:00,10:31:00,27.3,82,88,3.59,4.57
2025-05-07,O:SPY250508P00562000,13:35:00,13:13:00,20.17,61,66,3.57,4.29
2025-05-07,O:SPY250508P00562000,15:25:00,15:09:00,30.65,15,15,3.72,4.86
2025-05-07,O:SPY250508P00562000,15:47:00,15:42:00,25.93,8,13,2.7,3.4
2025-05-08,O:SPY250509C00557000,10:34:00,10:13:00,20.81,1,2,7.45,9.0
2025-05-08,O:SPY250509C00557000,11:16:00,10:55:00,23.6,72,72,6.78,8.38
2025-05-08,O:SPY250509P00556000,09:39:00,09:30:00,20.43,1,1,0.93,1.12
2025-05-08,O:SPY250509P00556000,09:49:00,09:43:00,22.11,4,7,0.95,1.16
2025-05-08,O:SPY250509P00556000,10:08:00,09:57:00,20.41,10,13,0.98,1.18
2025-05-08,O:SPY250509P00556000,10:36:00,10:33:00,20.99,31,37,0.81,0.98
2025-05-08,O:SPY250509P00556000,11:31:00,11:28:00,20.41,1,1,0.49,0.59
2025-05-08,O:SPY250509P00556000,11:49:00,11:43:00,22.58,15,20,0.31,0.38
2025-05-08,O:SPY250509P00556000,12:28:00,12:16:00,20.0,2,5,0.3,0.36
2025-05-08,O:SPY250509P00556000,13:16:00,12:54:00,20.0,5,6,0.25,0.3
2025-05-08,O:SPY250509P00556000,13:35:00,13:31:00,23.08,2,12,0.26,0.32
2025-05-08,O:SPY250509P00556000,13:56:00,13:53:00,23.08,11,13,0.26,0.32
2025-05-08,O:SPY250509P00556000,14:24:00,14:22:00,20.83,1,3,0.24,0.29
2025-05-08,O:SPY250509P00556000,15:02:00,14:42:00,20.0,1,2,0.2,0.24
2025-05-08,O:SPY250509P00556000,15:37:00,15:29:00,21.05,38,38,0.19,0.23
2025-05-09,O:SPY250512C00566000,10:51:00,10:38:00,21.07,52,81,2.61,3.16
2025-05-09,O:SPY250512C00566000,13:42:00,12:49:00,22.14,25,35,2.71,3.31
2025-05-09,O:SPY250512C00566000,15:10:00,14:30:00,24.58,3,20,2.97,3.7
2025-05-09,O:SPY250512P00565000,10:19:00,10:08:00,20.79,352,354,2.79,3.37
2025-05-12,O:SPY250513C00572000,10:16:00,09:46:00,20.37,1,4,7.56,9.1
2025-05-12,O:SPY250513C00572000,10:46:00,10:31:00,26.13,17,30,6.66,8.4
2025-05-12,O:SPY250513C00572000,12:55:00,12:17:00,20.18,61,65,7.93,9.53
2025-05-12,O:SPY250513P00571000,09:31:00,09:30:00,37.93,21,23,0.58,0.8
2025-05-12,O:SPY250513P00571000,10:21:00,10:16:00,31.37,28,32,0.51,0.67
2025-05-12,O:SPY250513P00571000,10:58:00,10:54:00,25.45,63,71,0.55,0.69
2025-05-12,O:SPY250513P00571000,14:59:00,14:37:00,23.08,3,4,0.26,0.32
2025-05-12,O:SPY250513P00571000,15:40:00,15:06:00,26.92,14,17,0.26,0.33
2025-05-12,O:SPY250513P00571000,16:08:00,16:01:00,20.0,7,7,0.2,0.24
2025-05-13,O:SPY250514C00581000,09:35:00,09:31:00,20.33,187,191,3.69,4.44
2025-05-13,O:SPY250514P00580000,10:42:00,10:17:00,21.57,2,3,0.51,0.62
2025-05-13,O:SPY250514P00580000,11:50:00,11:46:00,20.51,5,5,0.39,0.47
2025-05-13,O:SPY250514P00580000,13:54:00,13:32:00,21.43,17,25,0.28,0.34
2025-05-13,O:SPY250514P00580000,15:22:00,15:16:00,21.74,6,15,0.23,0.28
2025-05-13,O:SPY250514P00580000,15:49:00,15:38:00,20.0,25,26,0.25,0.3
2025-05-14,O:SPY250515C00588000,11:13:00,11:06:00,20.36,105,120,1.67,2.01
2025-05-14,O:SPY250515C00588000,13:38:00,13:25:00,20.28,117,129,1.43,1.72
2025-05-14,O:SPY250515C00588000,15:50:00,15:48:00,23.03,8,10,1.65,2.03
2025-05-14,O:SPY250515P00587000,09:44:00,09:36:00,25.41,94,104,1.85,2.32
2025-05-14,O:SPY250515P00587000,12:39:00,12:33:00,20.24,110,115,1.68,2.02
2025-05-14,O:SPY250515P00587000,15:08:00,14:51:00,20.44,1,2,1.81,2.18
2025-05-14,O:SPY250515P00587000,15:23:00,15:16:00,31.02,19,27,1.87,2.45
2025-05-14,O:SPY250515P00587000,16:04:00,15:52:00,22.81,1,7,1.71,2.1
2025-05-15,O:SPY250516C00585000,10:01:00,09:48:00,30.56,7,9,3.01,3.93
2025-05-15,O:SPY250516C00585000,10:59:00,10:35:00,20.34,293,293,2.95,3.55
2025-05-15,O:SPY250516P00584000,09:48:00,09:44:00,23.33,3,4,1.8,2.22
2025-05-15,O:SPY250516P00584000,10:10:00,10:01:00,25.33,6,9,1.5,1.88
2025-05-15,O:SPY250516P00584000,10:32:00,10:25:00,21.94,6,8,1.55,1.89
2025-05-15,O:SPY250516P00584000,13:34:00,13:22:00,20.0,1,10,0.6,0.72
2025-05-15,O:SPY250516P00584000,14:16:00,13:50:00,21.21,5,10,0.66,0.8
2025-05-15,O:SPY250516P00584000,15:08:00,14:36:00,21.43,2,8,0.56,0.68
2025-05-15,O:SPY250516P00584000,15:22:00,15:17:00,21.05,10,19,0.57,0.69
2025-05-15,O:SPY250516P00584000,15:54:00,15:53:00,21.15,1,2,0.52,0.63
2025-05-16,O:SPY250519C00592000,09:56:00,09:41:00,20.79,2,4,1.78,2.15
2025-05-16,O:SPY250519C00592000,10:26:00,10:11:00,22.41,1,2,1.74,2.13
2025-05-16,O:SPY250519C00592000,10:50:00,10:44:00,20.86,317,324,1.39,1.68
2025-05-16,O:SPY250519P00591000,10:30:00,10:26:00,22.01,35,60,2.09,2.55
2025-05-16,O:SPY250519P00591000,13:55:00,13:35:00,20.0,1,7,1.2,1.44
2025-05-16,O:SPY250519P00591000,15:37:00,15:06:00,21.05,7,10,0.95,1.15
2025-05-19,O:SPY250520C00589000,09:39:00,09:31:00,23.42,240,240,2.69,3.32
2025-05-19,O:SPY250520P00588000,10:26:00,10:18:00,25.51,6,9,0.98,1.23
2025-05-19,O:SPY250520P00588000,10:48:00,10:41:00,20.62,2,4,0.97,1.17
2025-05-19,O:SPY250520P00588000,13:53:00,13:35:00,21.43,41,47,0.42,0.51
2025-05-19,O:SPY250520P00588000,15:10:00,15:00:00,21.43,28,38,0.42,0.51
2025-05-19,O:SPY250520P00588000,16:01:00,15:59:00,21.88,11,14,0.32,0.39
2025-05-20,O:SPY250521C00594000,09:52:00,09:47:00,23.17,6,17,1.64,2.02
2025-05-20,O:SPY250521C00594000,10:39:00,10:10:00,22.16,16,19,1.76,2.15
2025-05-20,O:SPY250521C00594000,12:42:00,12:11:00,20.92,30,50,1.53,1.85
2025-05-20,O:SPY250521C00594000,15:10:00,15:04:00,20.59,64,65,0.68,0.82
2025-05-20,O:SPY250521P00593000,09:47:00,09:33:00,32.41,5,5,2.16,2.86
2025-05-20,O:SPY250521P00593000,10:58:00,10:48:00,25.97,13,19,1.81,2.28
2025-05-20,O:SPY250521P00593000,11:44:00,11:30:00,23.08,3,11,1.95,2.4
2025-05-20,O:SPY250521P00593000,12:10:00,11:56:00,26.0,9,26,2.0,2.52
2025-05-20,O:SPY250521P00593000,13:35:00,13:14:00,20.0,133,160,1.7,2.04
2025-05-21,O:SPY250522C00591000,09:51:00,09:30:00,24.02,15,21,1.79,2.22
2025-05-21,O:SPY250522C00591000,10:56:00,10:47:00,25.77,136,138,1.63,2.05
2025-05-21,O:SPY250522C00591000,13:32:00,13:30:00,23.61,25,28,0.72,0.89
2025-05-21,O:SPY250522C00591000,14:06:00,14:03:00,25.71,3,5,0.7,0.88
2025-05-21,O:SPY250522C00591000,14:26:00,14:22:00,26.79,20,23,0.56,0.71
2025-05-21,O:SPY250522C00591000,15:14:00,15:11:00,21.21,2,4,0.33,0.4
2025-05-21,O:SPY250522C00591000,15:31:00,15:26:00,31.03,25,28,0.29,0.38
2025-05-21,O:SPY250522P00590000,10:29:00,10:05:00,21.1,6,11,2.18,2.64
2025-05-21,O:SPY250522P00590000,11:36:00,11:24:00,20.83,1,4,1.44,1.74
2025-05-21,O:SPY250522P00590000,12:56:00,12:49:00,20.0,191,192,1.25,1.5
2025-05-22,O:SPY250523C00585000,09:41:00,09:33:00,24.35,1,3,1.93,2.4
2025-05-22,O:SPY250523C00585000,09:52:00,09:48:00,23.12,30,32,1.99,2.45
2025-05-22,O:SPY250523C00585000,10:59:00,10:57:00,25.6,115,129,1.68,2.11
2025-05-22,O:SPY250523C00585000,13:17:00,13:12:00,23.03,157,158,1.78,2.19
2025-05-22,O:SPY250523P00584000,09:33:00,09:31:00,20.74,2,4,3.52,4.25
2025-05-22,O:SPY250523P00584000,10:12:00,10:07:00,22.59,87,92,2.39,2.93
2025-05-22,O:SPY250523P00584000,12:31:00,12:15:00,23.47,42,52,2.13,2.63
2025-05-22,O:SPY250523P00584000,14:40:00,14:24:00,21.82,1,3,1.65,2.01
2025-05-22,O:SPY250523P00584000,15:33:00,15:29:00,20.3,40,42,1.33,1.6
2025-05-27,O:SPY250528C00586000,10:00:00,09:36:00,28.46,294,294,2.53,3.25
2025-05-27,O:SPY250528P00585000,09:34:00,09:30:00,22.76,5,11,2.46,3.02
2025-05-28,O:SPY250529C00590000,15:04:00,14:53:00,20.24,10,22,2.47,2.97
2025-05-28,O:SPY250529C00590000,16:05:00,16:00:00,21.43,7,10,1.54,1.87
2025-05-28,O:SPY250529P00589000,09:48:00,09:39:00,22.94,385,385,1.7,2.09
2025-05-29,O:SPY250530C00597000,09:52:00,09:49:00,23.71,7,12,0.97,1.2
2025-05-29,O:SPY250530C00597000,10:27:00,10:21:00,22.67,6,7,0.75,0.92
2025-05-29,O:SPY250530C00597000,10:52:00,10:42:00,20.0,10,15,0.8,0.96
2025-05-29,O:SPY250530C00597000,11:26:00,11:20:00,20.0,3,5,0.8,0.96
2025-05-29,O:SPY250530C00597000,12:10:00,12:00:00,22.45,92,93,0.49,0.6
2025-05-29,O:SPY250530C00597000,14:31:00,14:27:00,20.0,35,36,0.35,0.42
2025-05-29,O:SPY250530C00597000,15:19:00,15:15:00,20.59,11,18,0.34,0.41
2025-05-29,O:SPY250530C00597000,15:47:00,15:38:00,20.0,2,5,0.35,0.42
2025-05-29,O:SPY250530P00596000,09:49:00,09:30:00,24.76,2,4,5.25,6.55
2025-05-29,O:SPY250530P00596000,10:07:00,09:59:00,28.52,9,17,6.03,7.75
2025-05-29,O:SPY250530P00596000,11:34:00,11:01:00,23.53,10,16,6.29,7.77
2025-05-29,O:SPY250530P00596000,14:24:00,13:02:00,24.85,1,1,6.6,8.24
2025-05-30,O:SPY250602C00590000,10:00:00,09:51:00,25.0,104,122,1.6,2.0
2025-05-30,O:SPY250602C00590000,12:37:00,12:33:00,21.74,5,7,0.92,1.12
2025-05-30,O:SPY250602C00590000,13:04:00,12:54:00,20.93,191,191,0.86,1.04
2025-05-30,O:SPY250602P00589000,09:50:00,09:45:00,25.68,7,10,3.31,4.16
2025-05-30,O:SPY250602P00589000,10:45:00,10:39:00,20.68,3,11,2.37,2.86
2025-05-30,O:SPY250602P00589000,11:33:00,11:30:00,20.38,150,190,2.6,3.13
2025-05-30,O:SPY250602P00589000,15:40:00,15:37:00,20.0,5,8,1.9,2.28
2025-05-30,O:SPY250602P00589000,15:54:00,15:50:00,22.35,1,1,1.79,2.19
2025-05-30,O:SPY250602P00589000,15:59:00,15:56:00,34.13,15,16,1.67,2.24
2025-06-02,O:SPY250603C00587000,09:39:00,09:31:00,20.22,1,2,3.61,4.34
2025-06-02,O:SPY250603C00587000,10:07:00,10:00:00,29.5,289,289,2.0,2.59
2025-06-02,O:SPY250603P00586000,09:46:00,09:39:00,20.93,39,48,1.29,1.56
2025-06-02,O:SPY250603P00586000,10:38:00,10:37:00,22.56,1,3,1.33,1.63
2025-06-02,O:SPY250603P00586000,11:04:00,11:00:00,22.03,1,3,1.18,1.44
2025-06-02,O:SPY250603P00586000,11:26:00,11:13:00,22.5,14,17,1.2,1.47
2025-06-02,O:SPY250603P00586000,15:33:00,15:24:00,20.59,8,17,0.34,0.41
2025-06-03,O:SPY250604C00591000,10:19:00,10:08:00,20.45,225,232,3.13,3.77
2025-06-03,O:SPY250604P00590000,09:32:00,09:30:00,20.16,3,9,1.29,1.55
2025-06-03,O:SPY250604P00590000,10:08:00,10:06:00,20.0,1,1,1.2,1.44
2025-06-03,O:SPY250604P00590000,14:01:00,13:22:00,29.41,26,28,0.34,0.44
2025-06-03,O:SPY250604P00590000,14:58:00,14:45:00,112.9,1,1,0.31,0.66
2025-06-03,O:SPY250604P00590000,15:01:00,15:00:00,109.68,1,1,0.31,0.65
2025-06-03,O:SPY250604P00590000,15:46:00,15:36:00,31.03,6,9,0.29,0.38
2025-06-03,O:SPY250604P00590000,16:00:00,15:57:00,21.43,16,16,0.28,0.34
2025-06-04,O:SPY250605C00597000,10:15:00,10:08:00,28.57,76,89,1.82,2.34
2025-06-04,O:SPY250605C00597000,12:47:00,12:14:00,20.0,146,173,1.6,1.92
2025-06-04,O:SPY250605P00596000,10:00:00,09:46:00,20.81,15,25,1.49,1.8
2025-06-04,O:SPY250605P00596000,10:43:00,10:35:00,25.35,4,5,1.42,1.78
2025-06-04,O:SPY250605P00596000,11:29:00,11:11:00,21.74,74,93,1.38,1.68
2025-06-04,O:SPY250605P00596000,14:50:00,14:06:00,25.41,22,40,1.22,1.53
2025-06-04,O:SPY250605P00596000,15:51:00,15:31:00,23.19,21,24,1.38,1.7
2025-06-05,O:SPY250606C00597000,10:22:00,09:57:00,21.7,10,13,2.12,2.58
2025-06-05,O:SPY250606C00597000,10:41:00,10:36:00,32.76,115,124,2.32,3.08
2025-06-05,O:SPY250606C00597000,13:08:00,12:52:00,20.45,52,55,1.76,2.12
2025-06-05,O:SPY250606C00597000,14:20:00,14:16:00,23.36,52,54,1.37,1.69
2025-06-05,O:SPY250606C00597000,15:26:00,15:24:00,21.35,43,50,0.89,1.08
2025-06-05,O:SPY250606P00596000,09:32:00,09:30:00,24.45,68,68,2.29,2.85
2025-06-05,O:SPY250606P00596000,12:16:00,12:04:00,22.3,230,236,1.48,1.81
2025-06-06,O:SPY250609C00595000,09:40:00,09:30:00,20.78,23,45,4.86,5.87
2025-06-06,O:SPY250609C00595000,11:49:00,11:21:00,20.65,15,32,4.02,4.85
2025-06-06,O:SPY250609C00595000,13:19:00,12:56:00,21.14,131,131,3.5,4.24
2025-06-06,O:SPY250609P00594000,10:11:00,09:46:00,22.58,1,4,0.62,0.76
2025-06-06,O:SPY250609P00594000,10:29:00,10:24:00,21.54,6,7,0.65,0.79
2025-06-06,O:SPY250609P00594000,11:17:00,11:08:00,33.33,134,138,0.54,0.72
2025-06-06,O:SPY250609P00594000,14:30:00,14:21:00,32.56,103,104,0.43,0.57
2025-06-09,O:SPY250610C00600000,10:21:00,09:59:00,22.22,10,23,1.71,2.09
2025-06-09,O:SPY250610C00600000,11:54:00,10:46:00,20.23,2,14,1.73,2.08
2025-06-09,O:SPY250610C00600000,12:45:00,12:10:00,21.35,150,166,1.92,2.33
2025-06-09,O:SPY250610P00599000,09:34:00,09:30:00,24.63,2,7,2.03,2.53
2025-06-09,O:SPY250610P00599000,10:45:00,10:32:00,20.37,7,17,1.62,1.95
2025-06-09,O:SPY250610P00599000,11:27:00,11:10:00,21.43,1,8,1.68,2.04
2025-06-09,O:SPY250610P00599000,13:17:00,12:52:00,20.61,2,7,1.31,1.58
2025-06-09,O:SPY250610P00599000,15:20:00,14:57:00,25.0,21,32,1.08,1.35
2025-06-09,O:SPY250610P00599000,15:59:00,15:53:00,23.62,16,16,1.27,1.57
2025-06-10,O:SPY250611C00600000,10:44:00,09:46:00,22.38,6,44,2.77,3.39
2025-06-10,O:SPY250611C00600000,11:47:00,11:33:00,21.4,244,265,2.43,2.95
2025-06-10,O:SPY250611P00599000,11:32:00,10:47:00,42.25,12,19,1.42,2.02
2025-06-10,O:SPY250611P00599000,13:40:00,13:13:00,20.35,57,73,1.13,1.36
2025-06-10,O:SPY250611P00599000,15:17:00,15:05:00,25.84,28,39,0.89,1.12
2025-06-10,O:SPY250611P00599000,16:06:00,15:59:00,20.0,6,9,0.9,1.08
2025-06-11,O:SPY250612C00602000,09:52:00,09:47:00,25.0,114,124,2.6,3.25
2025-06-11,O:SPY250612C00602000,12:30:00,12:21:00,20.97,2,7,2.48,3.0
2025-06-11,O:SPY250612C00602000,13:04:00,12:41:00,24.16,33,39,2.69,3.34
2025-06-11,O:SPY250612C00602000,14:23:00,14:16:00,20.67,7,7,1.5,1.81
2025-06-11,O:SPY250612C00602000,15:25:00,15:19:00,20.69,1,4,1.45,1.75
2025-06-11,O:SPY250612C00602000,15:55:00,15:34:00,20.29,17,20,1.38,1.66
2025-06-11,O:SPY250612P00601000,09:35:00,09:30:00,25.2,1,4,1.27,1.59
2025-06-11,O:SPY250612P00601000,09:46:00,09:42:00,26.62,2,3,1.39,1.76
2025-06-11,O:SPY250612P00601000,11:09:00,10:57:00,40.74,5,7,0.81,1.14
2025-06-11,O:SPY250612P00601000,11:33:00,11:18:00,21.43,2,4,0.84,1.02
2025-06-11,O:SPY250612P00601000,11:44:00,11:38:00,23.6,5,10,0.89,1.1
2025-06-11,O:SPY250612P00601000,12:05:00,11:55:00,28.16,48,57,1.03,1.32
2025-06-11,O:SPY250612P00601000,13:36:00,13:25:00,23.53,1,4,0.85,1.05
2025-06-11,O:SPY250612P00601000,13:43:00,13:41:00,23.71,1,1,0.97,1.2
2025-06-11,O:SPY250612P00601000,13:55:00,13:45:00,20.18,140,140,1.09,1.31
2025-06-12,O:SPY250613C00599000,09:49:00,09:36:00,21.78,274,280,3.03,3.69
2025-06-12,O:SPY250613P00598000,11:17:00,11:04:00,25.35,50,58,0.71,0.89
2025-06-12,O:SPY250613P00598000,12:31:00,12:29:00,27.63,1,2,0.76,0.97
2025-06-12,O:SPY250613P00598000,12:54:00,12:39:00,23.19,3,12,0.69,0.85
2025-06-12,O:SPY250613P00598000,14:27:00,14:10:00,22.81,1,8,0.57,0.7
2025-06-12,O:SPY250613P00598000,15:46:00,15:03:00,21.57,1,4,0.51,0.62
2025-06-13,O:SPY250616C00597000,10:40:00,10:30:00,21.6,3,8,3.38,4.11
2025-06-13,O:SPY250616C00597000,10:55:00,10:49:00,22.87,114,132,3.76,4.62
2025-06-13,O:SPY250616C00597000,14:59:00,14:38:00,20.0,1,3,2.75,3.3
2025-06-13,O:SPY250616C00597000,16:02:00,15:53:00,20.45,1,5,2.64,3.18
2025-06-13,O:SPY250616P00596000,09:45:00,09:39:00,20.99,64,70,1.81,2.19
2025-06-13,O:SPY250616P00596000,12:28:00,12:18:00,22.33,2,7,1.03,1.26
2025-06-13,O:SPY250616P00596000,13:07:00,12:57:00,26.42,187,187,1.06,1.34
2025-06-16,O:SPY250617C00601000,09:49:00,09:30:00,23.18,255,276,2.33,2.87
2025-06-16,O:SPY250617C00601000,16:00:00,15:58:00,25.0,15,15,2.4,3.0
2025-06-16,O:SPY250617P00600000,10:41:00,10:32:00,20.0,1,3,0.8,0.96
2025-06-16,O:SPY250617P00600000,11:27:00,10:45:00,20.93,3,11,0.86,1.04
2025-06-16,O:SPY250617P00600000,11:56:00,11:46:00,25.56,13,20,0.9,1.13
2025-06-16,O:SPY250617P00600000,12:35:00,12:18:00,21.05,12,18,0.95,1.15
2025-06-16,O:SPY250617P00600000,13:52:00,13:30:00,23.81,111,116,0.84,1.04
2025-06-17,O:SPY250618C00600000,10:12:00,09:50:00,24.3,11,28,2.84,3.53
2025-06-17,O:SPY250618C00600000,11:14:00,10:59:00,22.33,1,2,3.0,3.67
2025-06-17,O:SPY250618P00599000,10:44:00,10:14:00,21.38,1,6,1.59,1.93
2025-06-17,O:SPY250618P00599000,11:22:00,11:14:00,21.79,16,30,1.56,1.9
2025-06-17,O:SPY250618P00599000,12:44:00,12:35:00,26.58,207,211,1.58,2.0
2025-06-20,O:SPY250623C00596000,09:39:00,09:33:00,20.29,6,9,4.09,4.92
2025-06-20,O:SPY250623C00596000,11:17:00,11:03:00,21.6,33,40,2.13,2.59
2025-06-20,O:SPY250623C00596000,13:00:00,12:16:00,21.23,2,4,2.12,2.57
2025-06-20,O:SPY250623C00596000,14:15:00,13:39:00,20.51,35,41,1.56,1.88
2025-06-20,O:SPY250623C00596000,15:55:00,15:28:00,25.0,17,20,1.4,1.75
2025-06-20,O:SPY250623P00595000,09:49:00,09:44:00,25.17,385,385,1.43,1.79
2025-06-23,O:SPY250624C00595000,09:36:00,09:33:00,21.9,162,164,2.1,2.56
2025-06-23,O:SPY250624C00595000,12:40:00,12:36:00,31.01,197,198,1.58,2.07
2025-06-23,O:SPY250624P00594000,10:36:00,10:20:00,20.2,24,35,0.99,1.19
2025-06-23,O:SPY250624P00594000,11:27:00,11:15:00,27.36,117,120,1.06,1.35
2025-06-23,O:SPY250624P00594000,13:54:00,13:46:00,22.89,1,3,0.83,1.02
2025-06-23,O:SPY250624P00594000,14:50:00,14:15:00,22.08,7,9,0.77,0.94
2025-06-24,O:SPY250625C00606000,09:37:00,09:30:00,22.95,13,17,1.22,1.5
2025-06-24,O:SPY250625C00606000,10:19:00,10:08:00,20.56,353,355,1.07,1.29
2025-06-24,O:SPY250625P00605000,09:56:00,09:47:00,23.68,21,25,1.9,2.35
2025-06-24,O:SPY250625P00605000,13:21:00,12:44:00,22.02,3,10,1.09,1.33
2025-06-24,O:SPY250625P00605000,15:59:00,15:32:00,20.48,3,16,0.83,1.0
2025-06-25,O:SPY250626C00608000,09:57:00,09:51:00,22.35,2,5,1.7,2.08
